index,ngram,sentence,replace,error,replacement
442,2,Their 30-day readmissions are comparable to the younger patients.,"('to', 'the')",dictionary_replacement_word_order_change,['the']
760,2,"The findings of this review suggest that fatigue in ultra-endurance events is a multifactorial phenomenon that includes physiological, neuromuscular, biomechanical and cognitive factors.","('findings', 'of')",dictionary_replacement_word_order_change,['of']
595,2,"FGF21 is, on the other hand, highly expressed in the liver and is released in response to high glucose, high free-fatty acids and low amino-acid supply and regulates energy, glucose and lipid homeostasis by actions in the CNS and in the adipose tissue.","('response', 'to')",verb_form_change_order_change,['to']
654,2,PURPOSE: The purpose of this study was to evaluate the management of thyroid nodules in children and assess clinical practice variation (CPV) using the 2015 American Thyroid Association (ATA) guidelines as a standard.,"('was', 'to')",random,['to']
237,2,BACKGROUND: Pseudobulbar affect is a very distressing and underdiagnosed neuropsychiatric disorder that causes contextually inappropriate episodes of laughing and crying and general emotional incontinence.,"('is', 'a')",dictionary_replacement_word_order_change,['a']
4,2,"Objective: Low energy meal replacement regimens can induce short-term weight loss in patients with severe obesity, but usually require specially formulated dietary supplements.","('patients', 'with')",random,['patients']
445,2,The financial losses associated with each of the parasitic diseases were estimated in Nigerian Naira () and US Dollar (USD) considering the market price and weight of viscera condemned.,"('of', 'the')",verb_form_change_insert_determiner,['of']
487,2,"The associated risk of a serious head (odds ratio = 3.17, P < 0.001) and spine injury (odds ratio = 0.41, P = 0.012) were higher and lower respectively in NHBs.","('P', '<')",random,['<']
101,2,"CONCLUSION: This study implied that TFAP2A was a reliable prognostic factor, which could be a potential marker for improving survival and prognostic accuracy of lung cancer patients.","('be', 'a')",punctuation_braces,['a']
204,2,A total of 50 patients with MCI were recruited.,"('patients', 'with')",verb_form_change_order_change,['patients']
214,2,RESULTS: Auranofin significantly reduces sporulation and toxin production under in vitro conditions and in infected mice in vivo.,"('and', 'in')",random,['and']
934,2,The present study was therefore designed to analyze the effects of IL-22 towards drug metabolizing enzyme and drug transporter expression and activity in cultured human hepatic cells.,"('effects', 'of')",punctuation_braces,['effects']
960,2,"Considering that few high elevation analyses have been conducted within the context of regional songbird research, this project complements the results from similar studies and highlights the need for further monitoring efforts to investigate environmental Hg contamination within avian communities.","('within', 'the')",duplication,['within']
765,2,"Moreover, cytocompatibility of the hydrogel scaffolds is confirmed on fibroblast cells.","('of', 'the')",dictionary_replacement_word_order_change,['the']
260,2,CONCLUSION: Establishing consensus with respect to the end points to be assessed for respiratory viruses may enhance the quality of evidence in case of future pandemics.,"('respect', 'to')",insert_determiner,['respect']
345,2,Awareness of this entity may avoid misdiagnosis and guide appropriate management.,"('of', 'this')",random,['this']
900,2,"Firstly, the saphenous nerve is a strictly sensory nerve with no motor function.","('is', 'a')",verb_form_change_insert_determiner,['a']
974,2,"Post-transplant aBMD changes were minimal and were significant only in the ultradistal radius during the first post-operative year {median -2.2% [interquartile range (IQR) -5.9-1.2] decline, P = 0.01} and in the lumbar spine between Years 1 and 5 [median 1.6% (IQR -3.2-7.0) increase, P = 0.009].","('P', '=')",random,['=']
400,2,"CONCLUSIONS: Even in patients with a preoperative diagnosis of uterovaginal prolapse, ASPs are not routinely performed at time of hysterectomy.","('in', 'patients')",dictionary_replacement_verb_form_change,['in']
547,2,KEY POINTS: * No previously reported study that has utilized radiomics nomogram to preoperatively predict PMI for patients with ECC.,"('for', 'patients')",duplication,['patients']
353,2,Mechanism of the Potential Therapeutic Candidate Bacillus subtilis BSXE-1601 Against Shrimp Pathogenic Vibrios and Multifunctional Metabolites Biosynthetic Capability of the Strain as Predicted by Genome Analysis.,"('of', 'the')",verb_form_change_insert_determiner,['of']
245,2,"Factors associated with perceptions of influenza vaccine safety and effectiveness among adults, United States, 2017-2018.","('associated', 'with')",dictionary_replacement_verb_form_change,['associated']
389,2,Identification of causal is crucial as a management strategy to restore cardiac function.,"('as', 'a')",random,['as']
919,2,"Consensus guidelines are presented, to steer the plastic surgeon in his work, in the wake of COVID-19 crisis.","('in', 'the')",random,['the']
650,2,"In addition, chronic inflammation characteristic of CF may contribute to growth failure via alteration in the GH-insulin-like growth factor 1 signaling and other changes in the growth plate.","('In', 'addition,')",punctuation_braces,"['addition,']"
24,2,Objective: To analyze the epidemiological and etiological characteristics of a dengue fever outbreak in Hunan province in 2018.,"('characteristics', 'of')",random,['of']
286,2,Larger waist circumference was associated with worse sural nerve function and higher VPT.,"('was', 'associated')",verb_form_change_insert_determiner,['associated']
512,2,Results: A significant increase of the expression of NHE1 was observed in SGC7901 5-FU resistance cells compared to the GES-1 and SGC7901 cell line.,"('of', 'the')",verb_form_change_insert_determiner,['of']
373,2,Cognitive scientists have ramped up online testing in response to the COVID-19 pandemic.,"('in', 'response')",dictionary_replacement_word_order_change,['in']
413,2,More public awareness is needed for the safe removal of radiator caps and handling of chemicals in overheating engines.,"('for', 'the')",insert_determiner,['for']
930,2,"This review describes these functionally distinct subsets, their phenotype, homing properties and functions in lymphoid and non-lymphoid tissues.","('This', 'review')",split_words,['This']
11,2,"It plays a crucial role as the cofactor in the intrinsic ""tenase"" complex activating factor X to assist in clot formation.","('in', 'the')",verb_form_change_order_change,['in']
357,2,"Growth data confirmed that mass of larvae fed with High-PL was higher (1.3-fold) than the those fed Low-PL and they had lower levels of triacylglycerol (2.8-fold), cholesterol (1.2-fold) and cetoleic acid (1.7-fold).","('levels', 'of')",dictionary_replacement_verb_form_change,['of']
663,2,"As of today, there is no complete cure or effective disease altering therapies for AD.","('there', 'is')",verb_form_change_insert_determiner,['is']
332,2,"Due to the exacerbation of the disease, the rehabilitation of patients with rheumatoid arthritis is often limited.","('to', 'the')",dictionary_replacement_word_order_change,['to']
510,2,"These breakthroughs will result from the increased understanding of the treatment barriers imposed by the tumour-associated stroma, and from the development of novel approaches to re-engineer the tumour microenvironment in favour of effective anticancer responses.","('development', 'of')",duplication,['of']
369,2,"As compared with the time (140 +/- 28 s) for free cholesterol transport in absence of the bilayer, a prolonged time (702 +/- 42 s) is needed to observe the current increase in the presence of the bilayer.","('absence', 'of')",dictionary_replacement_word_order_change,['absence']
131,2,"Moreover, OLE extended the shelf-life of the poultry meat that held under proper refrigeration conditions up to 15 days compared to the control group, that was completely spoiled by the sixth day of storage.","('by', 'the')",verb_form_change_order_change,['the']
853,2,"However, the intrinsic features of some signals can lead to the identification of spurious or waveform-dependent coupling.","('to', 'the')",punctuation_braces,['to']
465,2,"The sensitivity and specificity of colposcopy in the detection of premalignant and malignant cervical lesions was 80.1 % and 72.2 %, respectively.","('in', 'the')",insert_determiner,['in']
397,2,Allergic diseases are prototypic diseases with a strong gene by environment interaction component and epigenetic mechanisms might mediate the effects of the environment on the disease phenotype.,"('on', 'the')",dictionary_replacement_word_order_change,['the']
106,2,Vitamin D insufficiency or deficiency was also not independently associated with either COVID-19 infection or linked mortality.,"('associated', 'with')",dictionary_replacement_word_order_change,['with']
327,2,"Simplifying goal setting to those goals with the greatest potential clinical impact or the greatest significance to the person, in a socially supportive environment, may increase the success of goal achievement.","('with', 'the')",verb_form_change_order_change,['with']
530,2,Safe management of bodies of deceased persons with suspected or confirmed COVID-19: a rapid systematic review.,"('management', 'of')",random,['of']
537,2,"Moreover, PF could significantly prevent the biofilm formation of E. faecalis at the concentration of 1 x MIC.","('at', 'the')",verb_form_change_insert_determiner,['at']
452,2,Computed tomography (CT) is gaining increased recognition in the assessment of body composition in lung transplant (LTx) candidates as a prognostic marker of post-transplant outcomes.,"('as', 'a')",duplication,['a']
155,2,We postulate the hearing impairment relates to the development of autoimmune inner ear disease.,"('development', 'of')",insert_determiner,['development']
568,2,"On the contrary, Rapamycin reversed the promoting effect of GAS8-AS1 in OC cells.","('effect', 'of')",random,['effect']
426,2,The primary outcome was daily pain intensity throughout the treatment period measured by a NRS from 0-10.,"('the', 'treatment')",split_words,['the']
334,2,CONCLUSIONS: Patients who receive CSI using proton therapy experience significantly decreased hematologic toxicity compared with those receiving photon therapy.,"('compared', 'with')",dictionary_replacement_verb_form_change,['with']
147,2,The items were classified and weighted according to the expert judgment.,"('according', 'to')",insert_determiner,['to']
852,2,"CONCLUSIONS/IMPLICATIONS: Recent immigrants vary considerably from long-standing residents, and tend to wait longer to be placed into LTC homes.","('to', 'be')",verb_form_change_insert_determiner,['be']
734,2,Above findings provided evidence for the diagnosis of the fetus and genetic counseling.,"('for', 'the')",remove_verbs,['the']
182,2,Evaluation of 0.2 microg/day fluocinolone acetonide (ILUVIEN) implant in a cohort of previously treated patients with diabetic macular oedema (DMO): a 36-month follow-up clinical case series.,"('patients', 'with')",split_words,['with']
573,2,"Relapse in the sofosbuvir + ombitasvir/paritaprevir/ritonavir + ribavirin was n = 14 patients, and n = 11 patients in sofosbuvir + simeprevir + daclatasvir + ribavirin.","('in', 'the')",insert_determiner,['in']
305,2,METHODS: The sample included 256 women recruited in a maternity ward.,"('in', 'a')",random,['a']
75,2,RESULTS: Mean age of the study population was 63.0 +/- 10.9 with 66% being male.,"('of', 'the')",random,['the']
642,2,"From the theoretic modeling aspect, the intensity of electric power consumption and urbanization have been introduced as the determinants of water-based pollutant emissions in the STIRPAT modeling framework.","('in', 'the')",punctuation_braces,['in']
464,2,The purpose of this study is to validate the accuracy and precision of dual-energy mammography in measuring water density in postmortem breasts.,"('study', 'is')",insert_determiner,['study']
294,2,"Despite the fact that surgical excision is considered a treatment option regarding equine dermal melanomatosis, there is no previously published study proposing surgical removal of distant malignant metastatic melanocytic masses.","('there', 'is')",random,['there']
287,2,"Across groups, there was substantially higher healthcare resource utilization in patients with SM versus matched controls without SM.","('in', 'patients')",duplication,['patients']
232,2,"Clinical data in HCoV cases were similar to those associated with rhinovirus; however, patients with HCoV were younger.","('patients', 'with')",duplication,['with']
620,2,A precise stratification of our patients is essential and can support clinicians to determine the right therapy.,"('to', 'determine')",verb_form_change_order_change,['to']
256,2,"The results from the review signify that the plant is used by the different tribes of the world for the treatment of patients suffering from fever, edema, dysentery, rheumatalgia, whooping cough, jaundice, throat pain, psoriasis, herpes zoster infection, hepatitis-B infection, soothing pain, dysmenorrhoea and carbunculosis.","('by', 'the')",random,['the']
729,2,HIV and other STIs self-testing to reduce risk compensation among men who have sex with men who use oral pre-exposure prophylaxis in China: protocol for a randomised waitlist-controlled trial.,"('for', 'a')",random,['a']
447,2,Our data suggest that CSF Ng is a biomarker of synaptic degeneration with translational value.,"('is', 'a')",insert_determiner,['a']
469,2,"Significant factors contributing to poor overall quality of life included female sex, Crohn's disease, surgery, and food restrictions.","('of', 'life')",dictionary_replacement_word_order_change,['of']
308,2,EEG patterns can be challenging to interpret and only recently have consensus criteria for EEG diagnosis of SE emerged.,"('diagnosis', 'of')",remove_verbs,['diagnosis']
278,2,"In conclusion, the current study, through a comprehensive bioinformatics analysis, demonstrated a correlation between CIN70 and TMB, but CIN70 is not the predictor for cancer patients undergoing ICIs.","('the', 'current')",duplication,['current']
45,2,RESULTS: This study will provide high-quality evidence to assess the effectiveness and safety of acupuncture combined with western medicine for anxiety.,"('to', 'assess')",punctuations,['assess']
416,2,"In this report, we present a 28-year-old man who was admitted for a ruptured fusiform aneurysm of the left ATA.","('for', 'a')",random,['a']
262,2,"The increase in the elderly population in Spain requires the care and techniques that apply to geriatric, dependent and chronic patients to be updated.","('in', 'the')",punctuation_braces,['in']
891,2,"LDs were also observed in the cholangiocytes of the LivKO mice, but not the floxed controls.","('of', 'the')",punctuation_braces,['the']
54,2,METHODS: Five-hundred consecutive patients with acute severe stroke and elevated BP were recruited from 26 Chinese hospitals.,"('patients', 'with')",remove_verbs,['patients']
991,2,"This is a prospective, observational pilot study conducted over a 2-year period.","('is', 'a')",dictionary_replacement_word_order_change,['is']
480,2,"Overall, our study highlights multiple Slc7a5-sensitive Kv1 subunits, and identifies the voltage-sensing domain as a determinant of Slc7a5 modulation of Kv1 channels.","('as', 'a')",verb_form_change_insert_determiner,['a']
626,2,"Liver blood supply is ensured to the right and left hepatic artery, through the gastroduodenal artery, and can be previously monitored, with temporary clamping of the section area, by visual control, enzyme evaluation and intraoperative ultrasound examination.","('to', 'the')",remove_verbs,['the']
391,2,BACKGROUND: Workplace bullying has been measured in many studies to investigate its effects on mental health issues.,"('has', 'been')",remove_verbs,['been']
31,2,A multivariable logistic regression analysis was used to identify the factors associated with falls.,"('was', 'used')",verb_form_change_insert_determiner,['used']
325,2,"In the intervention group, patients additionally received 10 consecutive sessions of ST with one follow-up after 7 days.","('In', 'the')",punctuations,['the']
153,2,The effect of positive end-expiratory pressure on cardiac output and oxygen delivery during cardiopulmonary resuscitation.,"('effect', 'of')",verb_form_change_order_change,['of']
588,2,OBJECTIVE: To explore the differences in lower extremity kinematics between participants with clinical and morphological findings of hip OA and controls.,"('differences', 'in')",random,['in']
658,2,"Terpenoid concentrations were found to decrease rapidly under all storage conditions, but temperatures lower than -20 degrees C and grinding of the inflorescences were the least favorable conditions.","('of', 'the')",dictionary_replacement_verb_form_change,['of']
415,2,"In the present study, growth, lipid accumulation and fatty acid profiles of the marine thraustochytrid Aurantiochytrium sp.","('the', 'present')",verb_form_change_insert_determiner,['the']
138,2,MEASUREMENT AND MAIN RESULTS: The incidence of LCOS was 20% in the present study's cohort.,"('the', 'present')",punctuations,['present']
659,2,The main objective of this research is to investigate the effect of water content in concrete on the velocities of ultrasonic waves (P- and S-waves) and mechanical properties (elastic modulus and compressive strength) of concrete.,"('is', 'to')",remove_verbs,['to']
826,2,"If the skin prick test or ID were positive, the YFV was administered using a graded dosing protocol.","('using', 'a')",dictionary_replacement_verb_form_change,['using']
944,2,"In the ""heavy"" fraction of the culture-independent metagenome SIP dataset, GH109 (alpha-N-acetylgalactosaminidases), GH117 (agarases), GH50 (agarases), GH32 (invertases and inulinases), GH17 (endoglucanases), and GH71 (mutanases) families were more abundant in comparison with the controls.","('In', 'the')",split_words,['In']
617,2,"Knees with non-stable trajectories had higher adjusted odds of OA incidence than stable trajectories: accelerated thickening, accelerated thinning, and plateaued thinning trajectories of the MT had adjusted OR of 18.9, 5.48, and 1.47 respectively; in the cMF, adjusted OR of 8.55, 10.1, and 2.61.","('in', 'the')",random,['the']
275,2,MATERIALS AND METHODS: The study was conducted in 2015-2019 and consisted of two stages.,"('MATERIALS', 'AND')",punctuation_braces,['MATERIALS']
929,2,Data on the risks of secondary malignancies after treatment of some of the more common cancers are lacking.,"('of', 'the')",duplication,['of']
701,2,"Regarding measurement error, the total score of the SBQ showed an SEM and MDC of 109.8 minutes per day and 304.4 minutes per day, respectively.","('of', 'the')",random,['the']
931,2,"MiR-29 could bind to NOL4L, and the influence of NOL4L intervention on the functions of NB cells could be alleviated by the transfection of miR-29 inhibitor.","('on', 'the')",dictionary_replacement_word_order_change,['on']
343,2,"Compared with the db/m mice, 24 h urinary albumin excretion rate (UAER) and the expressions of ColIV, Fn, p-IkappaB/IkappaB, NF-kappaBp65, TGF-beta1 and p-Smad3/Smad3 were decreased after melatonin treatment (p <0.05).","('with', 'the')",dictionary_replacement_word_order_change,['the']
338,2,"CONCLUSIONS: Higher consumption of vitamin D, magnesium, and potassium are associated with optimal levels of HOMA-IR among participants with normoglycemia and pre-diabetes.","('associated', 'with')",punctuations,['associated']
880,2,We present the case of a 51-year-old woman diagnosed with metastasis of uterine leiomyosarcoma to the breast diagnosed 10 years ago after hysterectomy.,"('to', 'the')",insert_determiner,['the']
239,2,No significant changes in IOP were detected in either group after the intravitreal injection.,"('changes', 'in')",verb_form_change_order_change,['in']
198,2,"In this review, we describe the in vitro methods used to define and characterize pioneer factors, paying particular attention to differences in methodologies and how these differences can affect results.","('differences', 'in')",verb_form_change_order_change,['differences']
206,2,The Global State of Hematopoietic Cell Transplantation for Multiple Myeloma: An Analysis of the Worldwide Network of Blood and Marrow Transplantation Database and the Global Burden of Disease Study.,"('and', 'the')",dictionary_replacement_word_order_change,['and']
771,2,This review mainly introduces and analyzes the effect of n-3 PUFA treatments on PD-related behavioral and neuropathological abnormalities in clinical patients and different cellular and animal models of PD.,"('This', 'review')",punctuations,['review']
877,2,"Digitally enabled remote care, or telemedicine has been available for many years but large-scale adoption has been slow.","('has', 'been')",duplication,['been']
288,2,"Incorporation of computer-aided models in stethoscopes promises prompt, precise, accurate, cost-effective, non-invasive, operator independent, objective diagnosis of chest conditions and reduces number of unnecessary imaging studies.","('number', 'of')",duplication,['of']
282,2,"Two novel parameters, the mean premotor duration (MPD) and the mean premotor power (MPP) were used to distinguish patterns of muscle activity.","('were', 'used')",dictionary_replacement_word_order_change,['used']
69,2,"As an important addition to the widely used MODIS products, there is also an urgent need for a reliable accuracy evaluation and comparison of VNP for future large-scale daily snow cover mapping.","('to', 'the')",dictionary_replacement_verb_form_change,['the']
436,2,"Also, addressing patients' marital and health issues during MAT can be instrumental in improving their quality of life.","('quality', 'of')",split_words,['of']
888,2,METHODS: This cross-sectional study performed continuous glucose monitoring (CGM) in parallel with ambulatory blood pressure monitoring (ABPM) in T1D patients aged 6-21 years.,"('blood', 'pressure')",random,['blood']
608,2,Our results show that the risk estimates are very sensitive to the modelling hypotheses used to describe this process.,"('that', 'the')",verb_form_change_order_change,['that']
378,2,Three-dimensional imaging of pulmonary arterial vasa vasorum using optical coherence tomography in patients after bidirectional Glenn and Fontan procedures.,"('in', 'patients')",remove_verbs,['in']
494,2,"This study aimed to describe the underpinnings of TCM, compare TCM and Western medicine, and suggest how key modalities might be applied to strengthen holistic nursing care in the United States.","('This', 'study')",split_words,['This']
82,2,RESULTS: SF-36 scores obtained on HRQOL related to overall physical health (mean = 57.1; SD = 19) and mental health (mean = 58.8; SD = 17.2) were comparable.,"('related', 'to')",dictionary_replacement_verb_form_change,['related']
827,2,The mechanism of many other rare bone diseases and the role of the osteocyte in the development of such conditions still needs to be investigated.,"('in', 'the')",verb_form_change_insert_determiner,['the']
824,2,"In patients with an intact graft, excellent patient-reported outcome measures (PROMs) were noted, with a median Lysholm of 90 (78-100), subjective IKDC of 86 (72-95), and KOOS-Sports of 86 (58-100).","('with', 'an')",verb_form_change_insert_determiner,['an']
908,2,"Hemoglobin was negatively associated with ESA dose and cadmium while positively associated with antimony, arsenic and lead.","('associated', 'with')",verb_form_change_order_change,['with']
643,2,"As a result, healthcare professionals may struggle to help patients define and prioritise their values, goals, and preferences in ways that are clinically and personally meaningful, incorporating physical functioning and quality of life, when faced with numerous diagnostic and treatment alternatives.","('quality', 'of')",random,['of']
362,2,"Soybean hull as a rich and inexpensive source of dietary fiber and because of its health properties, is a good option for supplying dietary fiber to various food industries.","('is', 'a')",insert_determiner,['a']
368,2,Positive trends in intake of plant-based foods and quality of life warrant further investigation in larger-scale studies and diverse populations.,"('and', 'quality')",random,['and']
352,2,"A hallmark of ulcerative colitis is the chronic colonic inflammation, which is the result of a dysregulated intestinal mucosal immune response.","('which', 'is')",verb_form_change_insert_determiner,['is']
856,2,Atrase B is a novel metalloproteinase isolated from the venom of Naja atra.,"('is', 'a')",verb_form_change_order_change,['a']
348,2,The bacterial flagellar motor switches rotational direction between counterclockwise (CCW) and clockwise (CW) to direct the migration of the cell.,"('of', 'the')",verb_form_change_order_change,['the']
414,2,All patients underwent high ligation surgery using a single-port micro-laparoscopic technique.,"('using', 'a')",random,['a']
443,2,The stress distribution conspicuously appeared on the condylar neck of the non-fractured side and the center of the anterior plate for all materials.,"('for', 'all')",duplication,['all']
942,2,Our results show that not only this enzyme resemble homologues that were shown to be important for xylan degradation in rumen or human diet but show that the CBM insertion in the middle of the sequence seems to be a common feature in xylan utilisation system.,"('in', 'the')",random,['the']
180,2,"The evil woman hypothesis, however, suggests the opposite: Women are treated more harshly than men and, therefore, more likely to be arrested.","('to', 'be')",dictionary_replacement_word_order_change,['be']
460,2,RESULTS: The proportion of patients receiving tramadol increased from 2% (FY14) to 25% (FY18) while long-acting opioid prescriptions decreased from 44% (FY14) to 14% (FY18).,"('RESULTS:', 'The')",remove_verbs,['The']
995,2,"Our results demonstrate that ESBL-producing multidrug-resistant pathogens may be transmitted to humans through the vegetable intake, highlighting the importance of resistance monitoring and intervention in the One Health perspective.","('may', 'be')",dictionary_replacement_verb_form_change,['be']
272,2,"Of the 9 cases negative for the ETV6-NTRK3 fusion, 8 cases presented with ETV6-RET fusion.","('presented', 'with')",verb_form_change_insert_determiner,['presented']
240,2,Breast cancer is the most common malignancy in women worldwide.,"('the', 'most')",verb_form_change_insert_determiner,['most']
569,2,"With big data increasingly enabling genomic discovery in psychiatry, it is more timely than ever to explicitly disentangle genetic contributions to what is likely 'depressions' rather than depression.","('it', 'is')",insert_determiner,['it']
124,2,The microbial dysbiosis index (MDI) was significantly higher for the cases compared with the healthy controls in the female population (p = 0.002).,"('with', 'the')",random,['with']
631,2,"In group I, the bleb wall thickness decreased from 754.67 +/- 53.93 mum in the first postoperative day to 684 +/- 81.66 mum and 671.6 +/- 69.48 mum at 1 and 3 months, respectively, while in group II, the bleb wall thickness decreased from 707.13 +/- 31.7 mum in the first postoperative day to 499.53 +/- 99.1 mum and 506 +/- 76.91 mum at 1 and 3 months, respectively.","('1', 'and')",punctuations,['1']
939,2,Alveolar soft-part sarcoma is usually difficult to diagnose because it has many clinical and pathological mimickers.,"('clinical', 'and')",verb_form_change_insert_determiner,['and']
876,2,So it is very important to decipher these nucleotides and their coding amino acid sequences of the five genes regarded as host range and virulence factors for effective prevention and control of capripoxvirus diseases.,"('it', 'is')",duplication,['is']
836,2,Studies showed that the hPD-1/hPD-L1 pathway is associated with killing mechanisms of tumor cells evading the immune system.,"('is', 'associated')",random,['associated']
721,2,"Despite the fact that the majority of people in tuberculosis (TB)-endemic areas are vaccinated with the Bacillus Calmette-Guerin (BCG) vaccine, TB remains the leading infectious cause of death.","('that', 'the')",verb_form_change_insert_determiner,['the']
694,2,"Results: 88.89% were satisfied with the course design and application of the English nursing course, and the scores for all 6 items were above the average, but only 44.4% of the postgraduate students understood the course completely.","('of', 'the')",duplication,['of']
874,2,"PURPOSE: Living donor nephrectomy is a high-stake procedure involving healthy individuals, therefore every effort should be made to define each patient's individualized risk and improve potential donors' information.","('is', 'a')",split_words,['a']
845,2,"Also, there was no significant relationship between this polymorphism and type 2 diabetes mellitus in the absence of Hardy-Weinberg equilibrium.","('absence', 'of')",random,['of']
96,2,"In both groups, the TTI was longer with a modified Mallampati score (mMS) of >/=3 and percentage of glottic opening (POGO) score of <50.","('with', 'a')",random,['with']
557,2,"The MemClin project will amass large quantities of cross-disciplinary data allowing for the construction of robust models to improve diagnostic accuracy, expand our knowledge on differential diagnostics, strengthen longitudinal prognosis, and harmonise examination protocols across centres.","('for', 'the')",verb_form_change_insert_determiner,['the']
268,2,This process is different from the well-known mechanism underlying discoloration in P. yezoensis under nitrogen-deficient conditions at normal culture temperature.,"('from', 'the')",verb_form_change_insert_determiner,['from']
740,2,"Non-standard assessment battery is used for assessment and monitoring, raising questions about the reliability and validity of the data used to make preventive treatment decisions.","('of', 'the')",duplication,['of']
798,2,METHODS: This is a single-center case series study.,"('is', 'a')",random,['a']
283,2,The levels of IOF contributed less than 10% of EOF.,"('levels', 'of')",dictionary_replacement_word_order_change,['of']
520,2,The score had a sensitivity of 73% and specificity of 67% at a cutoff of >/=15.,"('had', 'a')",duplication,['a']
145,2,"In addition, miR-4491 was identified as a tumor-suppressor miRNA in NSCLC and circ-BIRC6 functions as a molecular sponge for miR-4491.","('In', 'addition,')",insert_determiner,['In']
351,2,CONCLUSIONS: This might be a case wherein RANKL inhibition is associated with the pathogenesis of MCD.,"('with', 'the')",dictionary_replacement_verb_form_change,['the']
854,2,The Task Force formulated valuable overarching principles and a first version of recommendations.,"('and', 'a')",duplication,['a']
803,2,A total of 48 patients with cancer completed the online survey; no demographic information was collected from the patients.,"('patients', 'with')",verb_form_change_insert_determiner,['with']
490,2,We saw two mucosal melanomas and one nodular melanoma of the scalp.,"('of', 'the')",verb_form_change_insert_determiner,['the']
621,2,"The microarray analysis was performed using USPC1 cells and USPC1-PTXR1 cells, and eight candidate microRNAs were thus selected as potential mediators of paclitaxel sensitivity.","('was', 'performed')",split_words,['was']
630,2,"When a newly developed lung nodule is identified in such patients, clinicians should not take for granted that it is lung metastasis.","('it', 'is')",dictionary_replacement_verb_form_change,['it']
207,2,This study evaluates the use of this glue as an alternative to suction drainage for the adhesion of tissue-expanded flaps in pediatric patients.,"('This', 'study')",insert_determiner,['study']
94,2,"METHODOLOGY/PRINCIPAL FINDINGS: We tested the ability of TPF to cause apoptotic-like programmed cell death in L. infantum and L. major exponential-phase promastigotes by evaluating several apoptotic indices, such as reduction of proliferation rate, sub-G0/G1 phase cell cycle arrest, phosphatidylserine externalization, mitochondrial transmembrane potential disruption and increased ROS production, by using flow cytometry and microscopy techniques.","('such', 'as')",punctuations,['such']
398,2,This study unveils an unexpected target for next-generation structure-guided design of a pan-coronavirus vaccine.,"('of', 'a')",split_words,['a']
185,2,Mitral valve regurgitation: a disease with a wide spectrum of therapeutic options.,"('with', 'a')",random,['a']
261,2,There is also emerging evidence that the neurological phenotype is more nuanced than the previously recognized dichotomy of severe and attenuated phenotypes in patients presenting in early childhood.,"('of', 'severe')",verb_form_change_order_change,['severe']
7,2,"We also show that the amount of additional phase delay, defined as the increase in actual phase delay compared to that estimated from compliance, differs with tissue type.","('show', 'that')",duplication,['that']
610,2,"Furthermore, at 700 km depth, the study region is dominated by the Farallon anomaly, with fast axes perpendicular to its strike, suggesting the development of lattice-preferred orientations by substantial stress.","('the', 'development')",duplication,['development']
945,2,It shows that our novel predictor performs great accurate for identification of AIEs as well as existing outstanding prediction tools.,"('as', 'well')",random,['well']
580,2,"MATERIALS AND METHODS: From October 2014 to 2016, 283 patients underwent 393 selective chemoembolization procedures including 188 patients (48%) who underwent c-transarterial chemoembolization and 205 (52%) who underwent DEE-transarterial chemoembolization.","('who', 'underwent')",punctuation_braces,['underwent']
64,2,The basidiomycete Schizophyllum commune has the highest level of genetic polymorphism known among living organisms.,"('level', 'of')",verb_form_change_insert_determiner,['level']
444,2,Lower reward responsiveness also interacted with low rumination on positive affect to predict increases in depressive symptoms and higher levels of the inflammatory composite.,"('of', 'the')",dictionary_replacement_verb_form_change,['the']
673,2,We also performed stratified analyses according to antibiotic exposure during the age period 0-2 months.,"('according', 'to')",random,['to']
909,2,"Nurse leaders were anchors in facilitating frontline nurses' psychological adaptation.Conclusions: In the past month, the psychological characteristics of nurses changed over time.","('characteristics', 'of')",duplication,['of']
29,2,"Generation of human scFv-IgG1Fc antibodies for detection of lymphatic filarial recombinant antigens, BmR1 and BmSXP.","('detection', 'of')",dictionary_replacement_word_order_change,['of']
73,2,"On-treatment adverse events were minimal, while two patients experienced tuberculosis reactivation after EoT.Conclusion: DAA therapy was effective and safe, providing hepatological and rheumatological benefits in HCV-infected patients with RDs.","('patients', 'with')",insert_determiner,['patients']
250,2,"This review provides a clinical update on the pathogenesis, diagnosis, and management of osteoarthritis.","('management', 'of')",duplication,['management']
551,2,"In this experimental study, the anti-breast cancer effect of Urginea matrima was investigated.","('In', 'this')",split_words,['this']
693,2,We validated the expression of the most significant differentially expressed microRNAs and explored its role and downstream target in uric acid-induced hepatocytes lipid accumulation.,"('of', 'the')",dictionary_replacement_word_order_change,['the']
916,2,"Here, we attempt to clarify, by analyzing human exposome metagenomic data sets, whether humans are exposed to different Pneumocystis species present in the air but only P. jirovecii cells are able to replicate or whether they are selectively exposed to P. jirovecii Our analysis supports the latter hypothesis, which is consistent with a local transmission model.","('in', 'the')",remove_verbs,['the']
814,2,This study aims to investigate the short-term efficacy of the inferior mesenteric artery preservation (IMAP) and the inferior mesenteric artery resection (IMAR) on the laparoscopic-assisted radical resection of left hemicolon cancer.,"('and', 'the')",remove_verbs,['and']
109,2,All underlying diseases were assessed by the chronic use of medications related to each condition.,"('by', 'the')",punctuations,['the']
