index,ngram,sentences,replace,error,replacement
712,2,A population-based cross-sectional study.,"['cross-sectional', 'study.']",duplication,"['cross-sectional cross-sectional', 'study.']"
204,2,The level of parasitemia is a known risk factor for congenital transmission.,"['is', 'a']",insert_determiner,"['is', 'or', 'a']"
253,2,"So, in present era IFTAK is emerging as an advanced innovative technique for the management of fistula in ano along with betterment in the consequences of conventional method of Ksharsutra therapy.","['the', 'management']",remove_words,['the']
1139,2,"In contrast, intrathecal injection of ASC-derived culture medium or retro-orbital injection of ASCs had no effect on neuropathic pain behaviors.","['effect', 'on']",verb_form_change_insert_determiner,"['effecting', 'are', 'on']"
288,2,"In this experimental study, fifty male mice were divided into five groups.","['In', 'this']",duplication,"['In In', 'this']"
622,2,"Aiming to characterize the rock failure activity following this major event, which may be related to permafrost warming, the granitic rock face was scanned each autumn between October 2005 and September 2016 using medium- and long-range terrestrial laser scanners.","['may', 'be']",verb_form_change_insert_determiner,"['of', 'might', 'be']"
867,2,"Descriptive statistics were used for the analysis - the prevalence and univariate associations between a categorical outcome and the variables under consideration, were evaluated using Pearson's Chi-squared test.","['for', 'the']",insert_determiner_verb_form_change,"['been', 'for', 'the']"
1130,2,"Therefore, the effectiveness of ginger was compared with dexmedmoidine for prevention of postoperative nausea and vomiting.","['compared', 'with']",remove_words,['compared']
1907,2,"In vitro digestion study showed the ability of Type II-LC and Type IIIA-MC to support continued solubilization of RTV, and moderate supersaturation was observed in Type IIIA-MC.","['observed', 'in']",split_words,"['observed', 'in']"
287,2,"Results of studies investigating the impact of early mobilization, neuromuscular electrical stimulation and of pharmacological interventions were inconsistent, with recent systematic reviews/meta-analyses revealing no or only low-quality evidence for benefit.","['the', 'impact']",punctuations,"['the', 'impact.,']"
1650,2,This study investigated the cross-sectional associations of extraversion and neuroticism with both accelerometer-measured and self-reported physical activity and the role of these personality traits in possible discrepancies between these two measures of physical activity among Finnish adults.,"['of', 'these']",duplication,"['of', 'these these']"
786,2,Our findings reinforce the interrelated nature of PCC dimensions.,"['nature', 'of']",dictionary_replacement_phrase_order_change,"['of', 'nature']"
1869,2,"Two reviewers independently carried out study selection, data extraction, and critical appraisal.","['carried', 'out']",insert_determiner_verb_form_change,"['to', 'carrying', 'out']"
814,2,"Given its high accuracy, precision, and reproducibility, DSC can be used as an alternative technique for purity determination of CRMs in the pharmaceutical and food industry.","['can', 'be']",verb_form_change_insert_determiner,"['could', 'a', 'be']"
229,2,"Despite that, the clinical effectiveness of the native curcumin is weak, owing to its low bioavailability and rapid metabolism.","['effectiveness', 'of']",punctuations,"['effectiveness-', 'of']"
1462,2,KEY FINDINGS: CC-4a could successfully reactivate latent HIV-1 at the protein and gene levels with low cytotoxicity.,"['at', 'the']",verb_form_change_insert_determiner,"['at', 'are', 'the']"
727,2,PRESENTATION: A 61-year-old woman presented with years of chronic abdominal pain.,"['of', 'chronic']",remove_words,['chronic']
300,2,"The second aim is to examine potential moderators and mediators, contributing to the questions of ""how"" and ""for whom"" such interventions work.","['to', 'examine']",punctuations,"['to. ', 'examine']"
1851,2,Bivariate and multivariate logistic regression models were employed using STATA version 14 to identify factors associated with induced abortion.,"['to', 'identify']",verb_form_change_insert_determiner,"['to', 'of', 'identifies']"
864,2,"Although the importance of lncRNA in cancer has been proven, how lncRNA is involved in OC is waiting for further investigation.","['has', 'been']",remove_words,['has']
286,2,"The temperature-shifted melting curves produced by the HRM analysis, resulted in 98 unique HRM profiles, which enabled the discrimination of the Origanum genotypes studied.","['by', 'the']",duplication,"['by', 'the the']"
1777,2,The aim of this study was to test our hypothesis that EDS can be estimated with neural network analysis of previous night polysomnographic signals.,"['was', 'to']",insert_determiner,"['was', 'in', 'to']"
164,2,All underlying code is made publicly available to ease adaption of the method.,"['of', 'the']",phrase_order_change,"['the', 'of']"
915,2,Gastrointestinal Stromal Tumours (GIST) in Young Adult (18-40 Years) Patients: A Report from the Dutch GIST Registry.,"['from', 'the']",insert_determiner_verb_form_change,"['from', 'or', 'the']"
381,2,An irregular outer contour was more commonly observed in stages III-IV (p = 0.001) and T3-4 (p = 0.001) GCs.,"['(p', '=']",dictionary_replacement_phrase_order_change,"['=', '(p']"
1856,2,"In conclusion, eculizumab therapy for patients with high-risk PNH may effectively improve the survival rate and reduce the transfusion requirement.","['improve', 'the']",remove_words,['improve']
1933,2,CONCLUSION: Our retrospective observational data support that presence of BFS in baseline MRI may be a predictor for progression-free survival of DF.,"['may', 'be']",verb_form_change_phrase_order_change,"['be', 'might']"
222,2,Closer echocardiographic surveillance may be warranted in these patients.,"['may', 'be']",punctuation_braces,"['may', 'be { ']"
1722,2,"Raising awareness of this in clinicians is likely to result in significant cost savings if clinical guidelines are followed, with the potential of freeing resources for high value care and health outcomes.","['of', 'this']",verb_form_change_phrase_order_change,"['this', 'of']"
1985,2,"In addition, Lactobacillus were decreased in the gut microbiota community of osteoporosis-induced mice, but the gut microbiota community composition was effectively restored by exosome intake.","['In', 'addition,']",dictionary_replacement_phrase_order_change,"['addition,', 'In']"
863,2,The combinatorial challenge of high-dimensional data is handled using two different approximations to the pairwise couplings.,"['to', 'the']",insert_determiner,"['to', 'an', 'the']"
744,2,METHODS: The SMAD4 status of 125 surgically resected PDAC specimens at a large academic center from 2014 to 2017 was routinely determined prospectively and correlated with clinicopathologic characteristics and overall survival.,"['correlated', 'with']",phrase_order_change,"['with', 'correlated']"
1575,2,Performance of VGG16 and Inception V3 was better than the simple CNN6 model and the recently published Xception model.,"['and', 'the']",split_words,"['and', 'the']"
1833,2,RESULTS: We examined 21 studies with low to moderate risk of bias.,"['risk', 'of']",split_words,"['risk', 'of']"
1100,2,All children with mild (101 [46.8%]) or moderate (115 [53.2%]) symptoms recovered without reported death.,"['children', 'with']",dictionary_replacement_phrase_order_change,"['with', 'children']"
1033,2,Our study aimed to determine the effect of the neutrophil-lymphocyte ratio on the prognosis of adult patients with acute stroke.,"['Our', 'study']",verb_form_change_insert_determiner,"['Our', 'it', 'studying']"
116,2,"Light therapy as well as melatonin treatment could reduce the impact of ICU stay period in biological clock, thereby improving patients' recovery.","['as', 'well']",remove_words,['as']
1877,2,"In all patients (pts), (68)Ga-PSMA-11 PET/CT was positive in the prostate bed only and guided retreatment SBRT.","['in', 'the']",insert_determiner_verb_form_change,"['in', 'or', 'the']"
199,2,"There are two methods of classifying for AML: The French-American-British (FAB) and the World Health Organization (WHO) classification.The M4 eos subtype, also called myelomonocytic leukemia, is one subtype of AML with eosinophilia.","['is', 'one']",split_words,"['is', 'one']"
1039,2,Within-couple health behavior trajectories: The role of spousal support and strain.,"['role', 'of']",verb_form_change_insert_determiner,"['role', 'or', 'of']"
1353,2,"METHODS: A retrospective population-based cohort study was conducted among eligible 21,484 participants in the derivation set and 10,742 participants in the validation set who were enrolled in the Taiwan National Diabetes Care Management Program.","['METHODS:', 'A']",verb_form_change_phrase_order_change,"['A', 'METHODS:']"
397,2,"Various patient safety studies have been developed in the last two decades, but mostly in the hospital setting due to the organizational complexity, severity of the cases, and diversity and specificity of the procedures.","['severity', 'of']",remove_words,['of']
333,2,"RESULTS: The study population consisted of 264 Hispanic whites, 86 blacks or African Americans, 55 non-Hispanic whites, and 11 others.","['RESULTS:', 'The']",verb_form_change_phrase_order_change,"['The', 'RESULTS:']"
1320,2,"METHODS: Consecutive patients with early RA (symptom duration <12 months) were followed according to a structured programme and examined with dual-energy X-ray absorptiometry (DXA) at inclusion and after 2, 5 and 10 years.","['patients', 'with']",duplication,"['patients patients', 'with']"
1519,2,Withdrawal combined with preventive medication is recommended for the treatment of MOH.,"['combined', 'with']",verb_form_change_insert_determiner,"['combining', 'were', 'with']"
1429,2,Physicians should weigh in the input of the CUP classifier to the clinical picture and pathology investigations before performing additional investigations.,"['of', 'the']",spelling_errors,"['of', 'the']"
241,2,Aim: To explore the educational needs of nurses on children's pain management.,"['explore', 'the']",insert_determiner,"['explore', 'a', 'the']"
982,2,Purpose To determine whether the IVIM-derived parameters of infiltrated bone marrow may be associated with OS in newly diagnosed AML.,"['associated', 'with']",spelling_errors,"['associated', 'with']"
498,2,"Hence, this study investigates how and on which spatial scale relationships between the settlement morphology and the health status of the inhabitants can be identified.","['and', 'the']",remove_words,['the']
78,2,"OBJECTIVE: This study aimed to pilot procedures and obtain data on methodological processes and intervention satisfaction to determine the feasibility of a definitive randomized controlled trial (RCT) to test the effectiveness of a self-managed ICBT program, Breathe (Being Real, Easing Anxiety: Tools Helping Electronically), for adolescents with anxiety concerns.","['aimed', 'to']",verb_form_change_insert_determiner,"['from', 'aim', 'to']"
409,2,Factors associated with access to repeat transplantation may be unique given experience with the transplant process and prior viability as a candidate.,"['as', 'a']",spelling_errors,"['as', 'a']"
1764,2,The purpose of this study was to describe a novel and reproducible hospital classification methodology.,"['a', 'novel']",duplication,"['a a', 'novel']"
1921,2,"Adult non-pregnant women with positive RT-PCR results for SARS-CoV-2, within the age range of 18-48 years, were included in the study.","['were', 'included']",insert_determiner_verb_form_change,"['were', 'were', 'included']"
1694,2,"Given the relatively young age at end of follow-up, surveillance in these workers should continue as the cohort ages.","['in', 'these']",insert_determiner_verb_form_change,"['in', 'a', 'these']"
1592,2,This study aims to give insight into memory T-cell populations and its associated cytokines in the decidual layers in early-onset preeclampsia (EO-PE) and late-onset preeclampsia (LO-PE).,"['study', 'aims']",verb_form_change_phrase_order_change,"['aims', 'studied']"
1144,2,"In order to improve the survival rate of patients with pancreatic cancer, the development of non-invasive diagnostic methods using effective biomarkers is urgently needed.","['the', 'development']",duplication,"['the the', 'development']"
1605,2,The aim of this study was to identify circulating miRNAs as biomarkers for obesity status and metabolic alterations in women.,"['aim', 'of']",remove_words,['of']
1675,2,Math difficulties and behavioral problems increased the risk for reduced quality of life.,"['the', 'risk']",verb_form_change_insert_determiner,"['are', 'the', 'risks']"
1388,2,Multivariate logistic regression analysis revealed that intraoperative continuous infusion of magnesium (p = 0.008) and age (p = 0.001) were significantly related to the incidence of POUR.,"['incidence', 'of']",duplication,"['incidence', 'of of']"
732,2,"On CR, inter-rater reliability was 0.86 for Tonnis anlge, 0.90 for LCEA, 0.82 for ADR, and 0.84 for EI.","['reliability', 'was']",duplication,"['reliability reliability', 'was']"
1455,2,"The potential reasons for the influence of FoMO over ISA are discussed, as well as the implications for organizational information security.","['well', 'as']",duplication,"['well', 'as as']"
1892,2,"The functional experiments revealed that miR-1245a, miR-3682, miR-33b, and miR-5683 promoted the migratory abilities and proliferation of CA cell, whereas miR-152 showed opposite effects.","['revealed', 'that']",verb_form_change_insert_determiner,"['it', 'revealing', 'that']"
393,2,CONCLUSIONS: VR is an adjunctive therapy for balance rehabilitation in patients with SCI.,"['therapy', 'for']",split_words,"['therapy', 'for']"
1591,2,"CONCLUSIONS: We demonstrated variability in surgical approach when individual patients were evaluated by a panel of surgeons indicating that even ""expert"" surgeons disagree with each other regarding the need for fusion in individual patients.","['the', 'need']",remove_words,['the']
1368,2,Homeostatic Function of Dermokine in the Skin Barrier and Inflammation.,"['in', 'the']",spelling_errors,"['in', 'the']"
1701,2,"CONCLUSION: PN injury can occur as one of the complications following epicardial VT ablation procedures, and may prevent successful ablation of these arrhythmias.","['and', 'may']",insert_determiner_verb_form_change,"['and', 'of', 'might']"
431,2,"PO-VMAT plans were able to mimic the HDR-BT dose distribution, showing a successful capability of highly conformal dose distribution, EUD values similar to HDR-BT, and steep dose-gradient outside PTV, then providing a reasonable alternative to brachytherapy.","['able', 'to']",duplication,"['able able', 'to']"
791,2,Adverse events will be recorded during the intervention and follow-up.,"['will', 'be']",dictionary_replacement_phrase_order_change,"['be', 'will']"
1017,2,"However, caring for patients with COVID-19 illness requires rapid redefinition of risks and benefits-both for patients and practitioners.","['patients', 'with']",remove_words,['with']
1680,2,Extra-syllabic anticipatory coarticulation was assessed in V1-C-V2 sequences by measuring the patterns of variability of V1 associated with variations in V2.,"['associated', 'with']",insert_determiner,"['was', 'associated', 'with']"
479,2,"In this review, we summarized different metabolites with anti-inflammatory activity that were extracted from these microorganisms and their mechanisms.","['and', 'their']",duplication,"['and and', 'their']"
1057,2,A promising combination of tamsulosin HCl and tadalafil has recently been introduced for treating two prevalent and associated urological disorders: benign prostate hyperplasia and erectile dysfunction.,"['combination', 'of']",duplication,"['combination combination', 'of']"
1095,2,BACKGROUND: The role of the renin-angiotensin-aldosterone system in COVID-19 is controversially discussed.,"['of', 'the']",split_words,"['of', 'the']"
703,2,"From microbial community structure and functions to metabolic pathways, we revealed the modulation strategies by which biochar and the rhizosphere benefited PAH degradation in soil.","['and', 'the']",remove_words,['the']
1115,2,"RESULTS: Among 133 patients, six patients were dropped out from this study.","['this', 'study.']",phrase_order_change,"['study.', 'this']"
1119,2,"Furthermore, compared to the SAD patients, the MDD patients showed increased characteristic path length, reduced global efficiency, and decreased nodal centralities and morphological connections in the right middle occipital gyrus and the right postcentral gyrus.","['compared', 'to']",verb_form_change_phrase_order_change,"['to', 'compares']"
1215,2,RESULTS: Eighty-one patients were tested because of a positive screen (symptoms [n = 60] or exposure only [n = 21]) and 75 patients were universally tested (all asymptomatic).,"['patients', 'were']",spelling_errors,"['patients', 'were']"
1445,2,Function analysis was used to uncover the biological roles of these prognostic DEGs between different risk groups classified by the mRNA-based signature.,"['by', 'the']",insert_determiner_verb_form_change,"['a', 'by', 'the']"
873,2,"The aim was to obtain as complete a picture as possible of communication from the perspectives of physicians, patients, and family caregivers.","['The', 'aim']",dictionary_replacement_phrase_order_change,"['aim', 'The']"
614,2,"Moreover, serum calcium level seems to be able to modify the level of acute-phase proteins.","['to', 'be']",verb_form_change_insert_determiner,"['to', 'or', 'was']"
1783,2,"The following procedures were performed in all participants: face-to-face standardized Sinus and Nasal Quality of Life questionnaire, skin prick test, taste perception testing, nasopharynx swab, and sampling of the nasal mucosa.","['in', 'all']",split_words,"['in', 'all']"
1472,2,"Besides utilisation of bioprinted tissue constructs for the treatment of injured astronauts bioprinting will become relevant for the fabrication of three-dimensional tissue models for basic research, e.g. concerning effects of microgravity and cosmic radiation on cells and tissues.","['for', 'the']",verb_form_change_phrase_order_change,"['the', 'for']"
1874,2,"This review focuses on the development of brolucizumab and the preclinical and clinical studies evaluating its efficacy, tolerability, and safety.","['and', 'the']",insert_determiner,"['and', 'it', 'the']"
338,2,Loading tPA in NPs could decrease 25% of its activity but the half-life of it increases in comparison to free tPA in vivo.,"['but', 'the']",dictionary_replacement_phrase_order_change,"['the', 'but']"
266,2,Differential expression of the BCAT isoforms between breast cancer subtypes.,"['expression', 'of']",verb_form_change_phrase_order_change,"['of', 'expression']"
4,2,"In this study, we developed poly (lactic-co-glycolic acid) (PLGA) nanoparticles to achieve the simultaneous codelivery of doxorubicin (DOX) and nifuratel (NIF, a novel STAT3 inhibitor) for enhanced cancer therapy.","['this', 'study,']",verb_form_change_phrase_order_change,"['study,', 'this']"
701,2,"To this purpose, in a first experiment, high-frequency (10 Hz) rTMS was delivered over S1 of the right hemisphere, and over two control sites, the right lateral occipital cortex (LOC) and the right dorsolateral prefrontal cortex (dlPFC), during the maintenance phase of a high-load delayed match-to-sample task in which body-related visual stimuli (non-symbolic hand gestures) have to be retained.","['of', 'a']",phrase_order_change,"['a', 'of']"
1117,2,Conclusion: The combined results suggest limited cognitive transfer effects of WM training in heroin addicts irrespective of current methadone treatment status.,"['effects', 'of']",insert_determiner,"['an', 'effects', 'of']"
1793,2,The Relationships among the Organizational Factors of a Tertiary Healthcare Center for Type 2 Diabetic Patients in Palestine.,"['among', 'the']",insert_determiner_verb_form_change,"['were', 'among', 'the']"
406,2,Demographic differences in people living with HIV according to recruitment sources: comparison between health-care systems and social media networks.,"['according', 'to']",spelling_errors,"['according', 'to']"
1624,2,High-efficiency transformation of archaea by direct PCR products with its application to directed evolution of a thermostable enzyme.,"['of', 'a']",verb_form_change_insert_determiner,"['of', 'in', 'a']"
1570,2,"METHODS AND RESULTS: Consecutive patients with permanent His bundle pacing, in whom it was possible to obtain both s-HBP and ns-HBP, were studied in two centers.","['patients', 'with']",punctuations,"['patients;', 'with']"
1539,2,The results of this study demonstrate that Raman spectroscopy may have potential for the rapid determination of meat spoilage.,"['this', 'study']",insert_determiner_verb_form_change,"['it', 'this', 'studies']"
1900,2,"In this review, we will discuss these findings, candidate chromatin architectural long non-coding RNAs and possible mechanisms by which RNA, along with RNA binding proteins might be mediating chromatin organization.","['In', 'this']",duplication,"['In In', 'this']"
1081,2,The study aims to measure aortic root diameter in a cohort of SSc patients and to correlate echocardiographic findings with the capillaroscopic pictures.,"['cohort', 'of']",insert_determiner,"['of', 'cohort', 'of']"
267,2,"Inevitably, the cost of personal protective equipment and the lower volume of patients pose a continued threat to businesses.","['and', 'the']",insert_determiner_verb_form_change,"['from', 'and', 'the']"
1317,2,"The IgG antibodies against MAP in non-clinical serum obtained from three institutes was observed to be 2.4%, 20% and 9.0%.","['to', 'be']",split_words,"['to', 'be']"
850,2,Nonlinear mixed-effects modeling was used to evaluate the pharmacokinetic properties of the four drugs and to simulate different dosing strategies.,"['of', 'the']",duplication,"['of of', 'the']"
27,2,In group A1 there was significant increase in 3(rd) month postoperative IOP from baseline values (P<0.001).,"['there', 'was']",insert_determiner_verb_form_change,"['there', 'an', 'be']"
1014,2,CONCLUSIONS: BAP1 expression is not an independent prognostic factor for MPM patients and it should not be considered without taking into account tumor histotype.,"['factor', 'for']",punctuation_braces,"['factor', 'for{ ']"
784,2,Accurate dosimetry is important in preclinical theranostics to interpret radiobiological dose-response relationships and to translate results for clinical use.,"['and', 'to']",dictionary_replacement_phrase_order_change,"['to', 'and']"
166,2,"Breast, ovarian, bladder, and skin cancers have been demonstrated to be suppressed by retinoic acid, as well.","['to', 'be']",split_words,"['to', 'be']"
466,2,"However, one risk of sports participation is acute vertebral fracture, an injury with significant morbidity.","['risk', 'of']",punctuations,"['risk', 'of.,']"
190,2,A 40-year-old male patient with dysphagia for 10 years was diagnosed with a sigmoid-shaped esophagus at our hospital.,"['with', 'a']",verb_form_change_phrase_order_change,"['a', 'with']"
760,2,"However, these patients showed a worse overall survival and a lower recurrence-free survival rate than the other patients.","['and', 'a']",verb_form_change_phrase_order_change,"['a', 'and']"
801,2,"Session content was mainly targeted at allied respiratory professionals such as respiratory physiologists, respiratory physiotherapists and respiratory nurses, and is summarised in this document.","['in', 'this']",dictionary_replacement_phrase_order_change,"['this', 'in']"
1336,2,"Indeed, beyond their antimicrobial activity, AMPs are potent immunomodulatory molecules and consequently are implicated in the development of numerous AiDs.","['the', 'development']",duplication,"['the', 'development development']"
1609,2,Enrollment was highest in 2014 and lowest in 2016 with a 2.8% annual decease postexpansion.,"['with', 'a']",spelling_errors,"['with', 'a']"
1413,2,"However, wild-type mice and all existing humanized mouse models cannot be used to test the efficacy of vaccines expressing alpha-Gal epitopes because they express alpha-Gal epitopes and lack anti-Gal Abs.","['used', 'to']",duplication,"['used used', 'to']"
914,2,"Lower food access was associated with nonwhite race/ethnicity, diagnosed depression at baseline, and no family history of obesity.","['history', 'of']",verb_form_change_insert_determiner,"['history', 'in', 'of']"
405,2,"DNA carries the genetic information that directs complex biological processes; thus, maintaining a stable genome is critical for individual growth and development and for human health.","['and', 'development']",punctuations,"['and..', 'development']"
502,2,"The factors favouring migration of microembolism remain mainly vascular interventional procedures; easy to diagnose, they oppose spontaneous embolic migrations or secondary to the introduction of antithrombotic treatment, whose diagnosis is more difficult and the prognosis more severe.","['to', 'the']",spelling_errors,"['to', 'the']"
1679,2,C11-BODIPY581/591 is a useful tool to measure the initial level of intracellular lipid peroxidation in single isolated hepatocytes.,"['is', 'a']",remove_words,['is']
1703,2,Experimental results exhibited that the addition of GFSE properly dispersed with CS combined with CH bionanocomposite films.,"['that', 'the']",phrase_order_change,"['the', 'that']"
260,2,"Finally, Google Trend data indicates that fish pedicure interest decreased thereafter to the lowest levels in the past decade after the case report was published, signifying its likely effect on diminishing public interest.","['in', 'the']",remove_words,['in']
1853,2,"Compared to other racial groups, non-Hispanic whites had a notably higher prevalence of opioid use disorders (5.8/1,000 pregnancy-related discharges) (P < 0.05 for all).Conclusions: Very few health issues have garnered the attention of such diverse sectors of our society as the opioid epidemic.","['prevalence', 'of']",dictionary_replacement_phrase_order_change,"['of', 'prevalence']"
669,2,"The results showed that the initial permeability of the coal samples ranged from 0.0114 mD to 0.2349 mD when the effective stress was 0 MPa, and it clearly varied among different samples.","['showed', 'that']",phrase_order_change,"['that', 'showed']"
1308,2,Analysed are the proximal and distal landing zones' initial geometries and their change at follow up.,"['are', 'the']",phrase_order_change,"['the', 'are']"
1264,2,Materials and Methods: An agar well diffusion assay method was used to determine the efficacy of the root canal sealer against S. aureus (ATCC 6538) and C. albicans (ATCC 10231).,"['and', 'Methods:']",verb_form_change_insert_determiner,"['it', 'and', 'Methods:']"
171,2,These results add to the evidence suggesting that the effects of removal of the corpus callosum may be less severe than sometimes claimed.,"['that', 'the']",dictionary_replacement_phrase_order_change,"['the', 'that']"
1975,2,"Methods include the use of sharp punches with depth control, and blunt rotating punches.","['use', 'of']",verb_form_change_phrase_order_change,"['of', 'used']"
638,2,ANGPTL6 levels were significantly higher in the diabetic population and obese individuals.,"['higher', 'in']",verb_form_change_phrase_order_change,"['in', 'higher']"
1586,2,DESIGN: A retrospective medical chart review.,"['A', 'retrospective']",punctuations,"['A', 'retrospective.,']"
429,2,"The cytokines IL-1beta, IL-12, IL-23, IL-17 and TNF-alpha are involved in the inflammatory process.","['in', 'the']",punctuation_braces,"['in ( ', 'the']"
1293,2,Images obtained through scanning electron microscopy revealed fully lysed bacterial cells once exposed to a selected compound that showed activity.,"['to', 'a']",insert_determiner_verb_form_change,"['to', 'in', 'a']"
281,2,METHODS: We retrospectively analyzed DSA characteristics and outcomes in a single-center cohort of 582 LTRs who had serum samples collected prospectively from 2010 to 2016.,"['who', 'had']",insert_determiner_verb_form_change,"['or', 'who', 'having']"
1790,2,Patients with double-hit lymphoma (DHL; n = 40) had a lower CR rate compared with patients with MYC-R only (75% vs 98%; P = .003).,"['Patients', 'with']",spelling_errors,"['Patients', 'with']"
1175,2,Visual MINTEQ 3.1. was used to enhance the discussion on how the solubility of metals in the leaching solution depends on the composition of the simulated fluids and the speciation of metals.,"['of', 'the']",spelling_errors,"['of', 'the']"
448,2,The associations of adding SID and clinical outcomes were assessed with uni- and multivariate competing-risk regression models.,"['were', 'assessed']",duplication,"['were were', 'assessed']"
879,2,"The transcriptome used for the search contained almost 151,000 transcripts with a median contig length of 500 nt.","['with', 'a']",duplication,"['with', 'a a']"
159,2,"Similar to other major neurodegenerative disorders, there are no disease-modifying treatments for Parkinson's disease.","['to', 'other']",dictionary_replacement_phrase_order_change,"['other', 'to']"
202,2,Serum magnesium is a frequently measured and treated electrolyte.,"['is', 'a']",punctuations,"['is. ', 'a']"
729,2,"Results: In this study, the expected true-positive proportions for standard ophthalmologic screening by an ECP were 0.006 for T1D and 0.01 for T2D, and the expected true-positive proportions for autonomous AI were 0.03 for T1D and 0.04 for T2D.","['In', 'this']",punctuations,"['In. ', 'this']"
1920,2,UDP-N-acetylglucosamine 2-epimerase/N-acetylmannosamine kinase myopathy is a rare autosomal recessive muscular disease characterized by progressive muscle weakness and atrophy.,"['is', 'a']",verb_form_change_insert_determiner,"['were', 'are', 'a']"
1001,2,"The results indicate that the adsorption of lead species over the CaO (100) surface is dominated by chemisorption, and PbCl2 molecule exhibits a stronger affinity to the CaO surface than Pb(0).","['The', 'results']",duplication,"['The', 'results results']"
1009,2,"National and international CDH registries yielding ""big data"" may provide further answers on the utility of a CDH hernia sac as a new prognostic scoring tool.","['of', 'a']",insert_determiner,"['of', 'it', 'a']"
627,2,This work demonstrates the deformation of the liquid metal droplets under acceleration and provides the basis for the design of MEMS droplet acceleration sensors.,"['of', 'the']",split_words,"['of', 'the']"
126,2,"The microarray analysis was performed using USPC1 cells and USPC1-PTXR1 cells, and eight candidate microRNAs were thus selected as potential mediators of paclitaxel sensitivity.","['was', 'performed']",punctuations,"['was', 'performed , ']"
1410,2,"Mechanism of injury included falls ( n = 7), motor vehicle accidents ( n = 6), dog bites ( n = 2), and gunshot wound ( n = 1).","['n', '=']",insert_determiner,"['n', 'are', '=']"
513,2,"Although the strains found in this study are closely related, there is a relatively small degree of molecular divergence within 543 bp of F gene of the Turkish NDV isolate and strains detected in Israel, Pakistan, Iran, United Arab Emirates and Belgium.","['this', 'study']",insert_determiner,"['this', 'from', 'study']"
846,2,"Spearman correlation analysis showed that,in SCC group,DNA hypermethylation in ZNF772 promoter was negatively correlated with the mRNA expression (r=-0.351,P=0.045;r=-0.349,P=0.032) and was significantly correlated with HPV16/18 infection,tumor size,World Health Organization pathological grade,and International Federation of Gynecology and Obstetrics clinical stage (P=0.018,P=0.012,P=0.009,and P=0.035,respectively).","['was', 'significantly']",duplication,"['was was', 'significantly']"
1131,2,"Furthermore, the presence of LAT is significantly associated with future ischemic stroke.","['the', 'presence']",dictionary_replacement_phrase_order_change,"['presence', 'the']"
1606,2,A smaller LR volume and more limitation of abduction in the affected eye were predictive of an absent abducens nerve in DRS. CONCLUSIONS: LR muscle hypoplasia was apparent in the affected eye of DRS patients.,"['in', 'the']",split_words,"['in', 'the']"
857,2,"Age, American Society of Anesthesiologists score, and PLVI value were independently associated with a poor overall survival.","['with', 'a']",dictionary_replacement_phrase_order_change,"['a', 'with']"
854,2,"IMPLICATIONS FOR PRACTICE: Health teams must be structured to welcome and advise these women in planning relationships and pregnancy, as well as choosing the best contraceptive methods and making optimal reproductive decisions.","['as', 'well']",punctuations,"['as?', 'well']"
1178,2,"However, whether this may have a secondary negative effect on the longer term in a fluctuating environment remains to be determined, but may be avoided by adopting strategy of selection favoring different genotypes in space and time, as implemented in forestry.","['on', 'the']",dictionary_replacement_phrase_order_change,"['the', 'on']"
598,2,The best results were achieved through the model created for a group of patients with hypertension.,"['patients', 'with']",insert_determiner_verb_form_change,"['in', 'patients', 'with']"
1773,2,"All types of studies were eligible for inclusion, except case reports.","['types', 'of']",remove_words,['of']
1331,2,Our data indicate that MMP-mediated cleavage of NrCAMs serves as an autocrine or paracrine signal that activates EGFRs on HBCs to trigger HBC proliferation and differentiation to reconstruct the entire olfactory epithelium following injury.,"['indicate', 'that']",verb_form_change_insert_determiner,"['if', 'indicated', 'that']"
99,2,Participants in sinus rhythm after ablation were randomly assigned to an intervention group (Mediterranean diet enriched with EVOO) or a control group (usual clinical care).,"['to', 'an']",remove_words,['to']
433,2,"In this review, we summarize our present knowledge of SM, focusing on the regulation of SM and the gene encoding it, SQLE.","['on', 'the']",phrase_order_change,"['the', 'on']"
908,2,The phylogenetic position of 12 poorly known Microhyla species is clarified for the first time.,"['the', 'first']",remove_words,['first']
91,2,Patients were considered to have memory dysfunction if delayed recall as assessed with the RUCHE-M or RAVLT was at or below the 25th percentile.,"['to', 'have']",phrase_order_change,"['have', 'to']"
1045,2,GAS5 was a molecular sponge of miR-320a.,"['was', 'a']",remove_words,['a']
894,2,It had been previously thought that near total LoF of one of the proteins was required to cause pathology.,"['one', 'of']",dictionary_replacement_phrase_order_change,"['of', 'one']"
675,2,The CRs were blinded to clinical data and site information of the participants.,"['of', 'the']",verb_form_change_insert_determiner,"['were', 'of', 'the']"
353,2,"Medical doctors and doctors in the dental sciences have been pushed to modify their workflow using new instruments such as decisional software, intraoral and extraoral scanners, and CAD-CAM technologies, which have improved diagnostics and the clinical/surgical phase of treatment and follow-up, and nowadays it is clear that medical professional life will continue in the era of digital medicine.","['such', 'as']",remove_words,['such']
1140,2,Blood markers among residents from a coal mining area.,"['from', 'a']",phrase_order_change,"['a', 'from']"
